tweet;created_at;source
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:52:15+00:00;Twitter for Android
hj eu descobri que o nome do doguinho do batman é ace, nunca quis tanto ter um doguinho pra botar esse nome nele;2022-05-20 23:52:14+00:00;Twitter Web App
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:52:13+00:00;Twitter for Android
não entendo como ninguém falou de quanto o zé gotinha ta diferente nesse novo filme do Batman https://t.co/M4a6egcrm3;2022-05-20 23:51:44+00:00;Twitter for iPhone
não conversem sobre hobby, cultura pop e entretenimento comigo, é sério. eu simplesmente não assisto mais nada, nenhum filme ou série. não assisti the batman, dr. estranho, não vejo séries em lugar algum. nem tenho amigos ou namorado para eu levar ao cinema. é isto.;2022-05-20 23:51:37+00:00;Twitter for Android
@TheFepas @shitpostverdade bem que dizem que o batman bate em pobre...;2022-05-20 23:51:35+00:00;Twitter for Android
"RT @DC_NewsBrasil: Simplesmente no filme ‘Tico e Teco: Defensores da Lei’ temos Batman vs Alien. 
O filme está disponível no @DisneyPlusBR.…";2022-05-20 23:51:27+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:51:11+00:00;Twitter for iPhone
@Pilootin @PortalGeekInfo Se não fosse a abertura dele no EUA lá ele podeira ficar abaixo do The Batman, que primeiro filme de um trilogia nova e tals.;2022-05-20 23:51:09+00:00;Twitter for Android
"RT @GEEKFLIXOFICIAL: MULTIVERSO DA LOUCURA PORQUE CHORAS? 

Tico e Teco: #DefensoresdaLei conta com referências ao Batman Vs Superman do Za…";2022-05-20 23:51:07+00:00;Twitter for Android
@Tocha961 @Napalm47ak Namoral, eu vendo oq eu tiver de batman pelo menor preço, não ligo, acabou, morre o personagem pra sempre, nem versões alternativas vão salvar. E o pior é que, fazendo isso, certeza que as pessoas vão ficar é com ódio de bi, vão ver um bi na rua e querer socar, encher de porrada;2022-05-20 23:51:04+00:00;Twitter for Android
@daphysantxs_ vc xinga o batman e reclama q eu só falo dele e vai comprar presente????;2022-05-20 23:51:02+00:00;Twitter for iPhone
@Ayanokojiwr Não acho que foi lacração é uma clara referência a Homem de ferro e  Batman;2022-05-20 23:50:38+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:50:30+00:00;Twitter for Android
@GoodNerd23 E no pacificador que é uma série da DC não aparece o Batman junto da liga da justiça, mas no tico e teco....;2022-05-20 23:50:25+00:00;Twitter for Android
@Pilootin @PortalGeekInfo Tipo não é ruim a bilheteria, é boa para um projeto solo, para algo novo tipo The Batman, o primeiro filme do aranha do tom, até MoS que fez 600M e uns quebrados é bom, mas para algo tipo MoM que fez uma baita abertura é ruim.;2022-05-20 23:50:22+00:00;Twitter for Android
@therobinsfive Sim, sim, eu já vi umas coisas meio parecida, mas mais voltada pra psicologia, pq eu pesquisei especificamente análises do batman já sjsksjsosjs não sei se encaixa mas tem bastante simbologia histórica sociológica nas histórias então dá pra ir por aí tbm;2022-05-20 23:50:17+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:50:15+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:50:11+00:00;Twitter for iPhone
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:49:38+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-20 23:49:36+00:00;Twitter Web App
"Eu amo essa trilogia, num geral ela é perfeita por N aspectos dos 3 jogos juntos, mas tem coisas que eu, fanboy de Batman, não deixo passar em branco

Mas eu matei a saudade 🖤";2022-05-20 23:49:35+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:48:45+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:48:44+00:00;Twitter Web App
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:48:32+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:48:16+00:00;Twitter for Android
´´Batman: Despertar´´ É MT BOM MDS https://t.co/xsp1s9ZsAZ;2022-05-20 23:48:09+00:00;Twitter Web App
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:47:52+00:00;Twitter for Android
"O Robert é a #Barbie da #DC, e a Margot o #Batman da #universalstudios

Os filmes antigos da Barbie são tipo as animações da DC.

A nova geração é equivalente a DC nos cinemas.

Então tem o Barbie da Margot e se for bom, será o #Batman da US.

🌼💙🌈";2022-05-20 23:47:50+00:00;Twitter for Android
@Thumbseinerd O batman come até o roteirista na porrada;2022-05-20 23:47:46+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:47:16+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:46:50+00:00;Twitter for Android
@Tocha961 @Napalm47ak Que se manter oq? Tem que ser enterrada, dá de graça os personagens e vai pro asilo, isso que eu peço como verdadeiro fã do batman;2022-05-20 23:46:43+00:00;Twitter for Android
"RT @thebatcentral: 🦇SUCESSO QUE CHAMA✨

Os produtos: 
- Blu-Ray 4k de #TheBatman 
- “The art of The Batman”
- “Batman Year one” 
- The Batm…";2022-05-20 23:45:54+00:00;Twitter for Android
infelizmente mais louco que o mundo mais louco que o batman não tankou e foi de base! F!;2022-05-20 23:45:28+00:00;Cheap Bots, Done Quick!
"RT @batcavebr: Vídeo de hoje é para entrar nos detalhes divulgados da nova série do universo do Batman que é Gotham Knights.
▶️▶️
 https://…";2022-05-20 23:45:18+00:00;Twitter for Android
@fairybyakugou Amei kkkk gente eu gosto dessa roupa quando eu esqueço que ele fica melhor literalmente com uma roupa toda preta e uma capa preta todo batman;2022-05-20 23:45:10+00:00;Twitter for Android
Lembro tbm que tinha uns robos q sazonalmente a mulher gato ficava matando, e tava tudo um caos até que o capitão america descobriu um compartimento escondido onde o Batman antes de morrer deixou uma mensagem sobre algo q a gente tinha q encontrar, então deixamos o lugar;2022-05-20 23:44:21+00:00;Twitter Web App
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:44:02+00:00;Twitter for Android
@batman_lucas21 Parece estar valendo a pena, então;2022-05-20 23:43:44+00:00;Twitter Web App
@strange_cinejp E esqueci de dizer que Doutor Estranho 2 tem a maior pré venda, superando o último filme do Batman. Alguma coisa está acontecendo e não é um desinteresse pelo elenco.;2022-05-20 23:43:06+00:00;Twitter for Android
@p4rtymonst3r Ele é o Batman Greenpeace;2022-05-20 23:42:56+00:00;Twitter Web App
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:42:42+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-20 23:42:29+00:00;Twitter for Android
RT @Catinguento_Rj: Vi esse cara arrastando essa mulher pela calçada, gritando com ela. Até que ele lhe deu um empurrão e se forçou sobre e…;2022-05-20 23:42:27+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:42:17+00:00;Twitter for iPhone
tinha esquecido que o batman cantavakkjj;2022-05-20 23:42:12+00:00;Twitter for Android
@Zach_Skrill Entendi. Pois eu espero que o Batman volte e acabe com esse cabelinho rosa, pensa em um personagem desnecessário e relacionamento amoroso desnecessário também.;2022-05-20 23:42:00+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:42:00+00:00;Twitter for iPhone
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:41:34+00:00;Twitter for Android
Atenção vou maratonar o batman de michel keaton/Tim burton;2022-05-20 23:41:34+00:00;Twitter for iPhone
criando forças p assistir Batman, odeio ver filmes sozinha 🥺;2022-05-20 23:41:22+00:00;Twitter for iPhone
"Só hoje:
Dei rolê pela cidade pra ajudar minha técnica a organizar os papéis e renovar o contrato.
Joguei Fifa 22 e Thomas Müller segue com OR 90.
Estou tendo aula teórica da autoescola ead e não superei o fato que usaram o batsinal pra cegar o Batman e bater o batmóvel. https://t.co/cI4xcog1mr";2022-05-20 23:41:08+00:00;Twitter for Android
Thiago batman foi melhor contratacao vasco https://t.co/Zs2tyQn08K;2022-05-20 23:41:07+00:00;Twitter for Android
@AnaTTMartins @stackguard @CaixinhaPetri @meninopedro21 @smellycatsocks @LEGO_Group @misister @Mir_Occvltvs Olha tens aí o meu porta chaves do Batman!;2022-05-20 23:40:37+00:00;Twitter for Android
@Dc_da_depressao pra mim o melhor batman é o do clark kent n tem outro;2022-05-20 23:40:14+00:00;Twitter Web App
"RT @_noshetessquad: Qual é o nome que do filme que o noah fez?
a)mulan
b)batman
c)metal lords";2022-05-20 23:39:43+00:00;Twitter for Android
"@LoulowRuschel Eu me sinto assim com o Batman e Coringa, mas gosto do charada com o Batman

O yin e yang...";2022-05-20 23:39:22+00:00;Twitter for Android
@ibykiwi amanhã vamos assistir duna e batman quando ele chegar do trabalho !!!!! acho que ele vai ficar feliz !;2022-05-20 23:39:12+00:00;Twitter for iPhone
A Disney simplesmente colocou o BATMAN do Ben Affleck com seu filme solo no filme do Tico e Teco! https://t.co/P31oLvadg6;2022-05-20 23:39:10+00:00;Twitter for iPhone
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:38:19+00:00;Twitter for Android
Esse Batman tem uma fight choreography da Camuxiba yá! 🤦🏾‍♂️;2022-05-20 23:38:10+00:00;Twitter for Android
@almanaquedisney Nunca pensei que veria o Batman num filme da Disney;2022-05-20 23:38:09+00:00;Twitter for iPhone
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:37:58+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:37:54+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:37:39+00:00;Twitter for Android
@batman_Kulczyk_ oi, vamo se m?;2022-05-20 23:37:39+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:37:33+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-20 23:37:29+00:00;Twitter for Android
@Pesgrau Pq ele é o Batman;2022-05-20 23:37:10+00:00;Twitter for iPhone
hoje eu sai na rua sendo literalmente o batman, mas o do michael keaton, eu não conseguia mexer o pescoço, tava todo duro, parecendo um pinguim;2022-05-20 23:37:08+00:00;Twitter Web App
@Meritello_ @S4ntor0 Mas CRAVO que vai tá atrás do pai de 2022, THE BATMAN 🦇🦇🦇🦇🦇🦇🦇 p chegar nesse aí é complicado.....;2022-05-20 23:37:00+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:36:48+00:00;Twitter Web App
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:36:46+00:00;Twitter for Android
"1 A quinta e sexta foi PERFEITO 
Com direito a cafezinho aulas vagas vistantes repetição so faltou a porra do batman";2022-05-20 23:36:23+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:36:05+00:00;Twitter for Android
"@trickfladadepre @Agabrielbaia @LayendsSantana @MarvelBRNews Talvez assim eu conseguisse assistir o filme sem dormir no meio 

Mano eu vi uma cena q é só o Batman andando q demora uns 10 minutos";2022-05-20 23:35:56+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:35:49+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:35:38+00:00;Twitter Web App
"O NOVO FILME DO BATMAN É LACRADOR? (REACT MACHO GEEK) https://t.co/pLf6TkNhZq via @YouTube 

Tinha visto o filme e reparado em algumas lacrações, mas não sabia que tinha mais ainda.

Confiram todas no vídeo do @WagnerThomazoni";2022-05-20 23:35:35+00:00;Twitter Web App
"fight club ✅
taxi driver ✅
scarface ✅
pulp fiction ❌
psicopata americano ✅
matrix ✅
drive ✅
donnie darko ❌
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre ✅
o farol ❌
ilha do medo ✅
a outra história americana ❌
the batman ❌ https://t.co/D1c3aSdQCH";2022-05-20 23:35:31+00:00;Twitter for Android
"RT @almanaquedisney: Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre L…";2022-05-20 23:35:24+00:00;Twitter for Android
Nem Affleck é um bom ator, mas eu não acho que ele tenha nascido pra fazer o Batman não https://t.co/m26urQkuf2;2022-05-20 23:35:14+00:00;Twitter for Android
@IYCSAN0 e o batman não fede pq toma banho;2022-05-20 23:34:54+00:00;Twitter for Android
@arthvrzin estou acompanhado do meu escudeiro Batman;2022-05-20 23:34:30+00:00;Twitter Web App
"Alguns dos milhões de cameos em ‘Tico e Teco: Defensores da Lei’:

• Sonic Feio
• Paul Rudd
• Batman
• Pumba, Mestre Louva-a-Deus e BOB
• He-man e Esqueleto
• Lumiere
• Linguado
• Randy Marsh
• My Little Pony
• Tio Patinhas

O verdadeiro Multiverso da Loucura https://t.co/1AHaKTUVd5";2022-05-20 23:34:21+00:00;Twitter for iPhone
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:34:19+00:00;Twitter Web App
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:33:56+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:33:43+00:00;Twitter for Android
@mob_shiter @Agabrielbaia @LayendsSantana @MarvelBRNews O batman poderia ter 50 min a menos sem perder NADA de qualidade;2022-05-20 23:33:21+00:00;Twitter for Android
"RT @edualexss: DC nos últimos meses:
Esquadrão Suicida : 8/10
Pacificador : 9/10
Superman e Lois : 8/10
The Batman : 10/10
Young Justice :…";2022-05-20 23:33:18+00:00;Twitter for iPhone
"Frases do filme: ""Um herói pode ser qualquer um, mesmo um homem fazendo algo tão simples e reconfortante quanto colocar um casaco nos ombros de um menino para que ele saiba que o mundo não acabou"". Christian Bale (Batman: O Cavaleiro das Trevas Ressurge)";2022-05-20 23:33:13+00:00;Piapo - UmFilmeDe
tô vendo o melhor filme da dc e não é the batman https://t.co/FKswIJktmt;2022-05-20 23:32:45+00:00;Twitter for Android
@Pesgrau Pq ele é o Batman;2022-05-20 23:32:36+00:00;Twitter for Android
@Mamarvete Mano tem canom de Batman no filme;2022-05-20 23:32:03+00:00;Twitter for Android
Aí quando vem uma série como a série da Batwoman onde a personagem é vegana tatuada que zomba do Batman com um roteiro ruím esquece porque não tem como ver isso de jeito nenhum;2022-05-20 23:31:46+00:00;Twitter Web App
nossa senhora q preguiça. eu não terminei de assistir nem o Batman ainda https://t.co/ccVxvEx13L;2022-05-20 23:31:34+00:00;Twitter Web App
Eu queria tanto poder ler a run de Batman do Grant Morisson, mas simplesmente enfiaram o quadrinho mais feio da historia no meio dela;2022-05-20 23:31:32+00:00;Twitter Web App
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:31:13+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:31:10+00:00;Twitter Web App
"RT @thebatcentral: 🦇SUCESSO QUE CHAMA✨

Os produtos: 
- Blu-Ray 4k de #TheBatman 
- “The art of The Batman”
- “Batman Year one” 
- The Batm…";2022-05-20 23:31:09+00:00;Twitter for Android
"RT @scorsese_careca: Batman do DCEU faz aparição em tico e teco, mas não faz em peacemaker com a liga da justiça 

como é bom ser fã da DC…";2022-05-20 23:30:32+00:00;Twitter for Android
"fight club ✅
taxi driver ✅
scarface ✅
pulp fiction ❌
psicopata americano ✅
matrix ❌
drive ❌
donnie darko ❌
lobo de w. street ✅
500 dias com ela ❌
joker ✅
o abutre ❌
o farol ✅
ilha do medo ✅
a outra história americana ❌
the batman ✅ https://t.co/UxXq0C0Yin";2022-05-20 23:30:29+00:00;Twitter for Android
"Cara do marketing da empresa que trabalho chegou e falou pra mim:

""Cara, cê parece o batman, o bruce wayne. Todo das trevas, mas tem um coração bom😄""

Eu achei fofo.";2022-05-20 23:30:23+00:00;Twitter for Android
@Thumbseinerd Óbvio, o ponto é q o Batman com preparo vence literalmente qualquer personagem pq o preparo do Batman é a desculpa que o roteiro vai dar;2022-05-20 23:30:21+00:00;Twitter for Android
@JoseMedeirosMT Kkkkk chama o batman;2022-05-20 23:30:15+00:00;Twitter for iPhone
o super herói da década é o batman;2022-05-20 23:30:10+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:30:05+00:00;Twitter for iPhone
Superman podia ter sentado com Batman and talk shit out 😂😂😂😂explicar toda verdade, mas não they rather fight;2022-05-20 23:29:56+00:00;Twitter for iPhone
@cocacolamata @LegiaoDosHerois Pior que é, e o Batman ta contracenando com o ET kkkkkkkkk esse filme é uma loucura;2022-05-20 23:29:23+00:00;Twitter for Android
Sou fanboy demais de The Batman então... https://t.co/A4qWQYOSHv;2022-05-20 23:29:12+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:28:59+00:00;Twitter Web App
acabei de assistir the batman agr o cinéfilo pode dar um sorreio;2022-05-20 23:28:43+00:00;Twitter Web App
The Batman tem um tom ideal,os barulhos do ambiente, uniforme e parafernalha mais realista,Pattinson mandou bem. A trama foi meio fraca, mas construiu uma boa base pro personagem evoluir.;2022-05-20 23:28:03+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:27:35+00:00;Twitter Web App
"RT @BLACKPINKBRASIL: 📌 Algum filme ou série que você gostou recentemente? 

R: Ela recentemente assistiu a série “Servant” e assistiu “Dune…";2022-05-20 23:27:31+00:00;Twitter Web App
no que transformaram o espantalho do Batman Begins https://t.co/3J4i4aL26h;2022-05-20 23:27:03+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-20 23:26:38+00:00;Twitter for Android
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-20 23:26:34+00:00;Twitter for Android
@o_tito_gaming O Batman do ben affleck tá no filme kkkkkkkkkk;2022-05-20 23:26:22+00:00;Twitter for Android
hoje fui o batman na escola com o cobertor da clara;2022-05-20 23:26:04+00:00;Twitter for Android
@euribfr @movargas9 e eu sou o Batman;2022-05-20 23:26:00+00:00;Twitter for Android
@daphysantxs_ mane assumir, vo assumir o batman isso sim;2022-05-20 23:25:47+00:00;Twitter for iPhone
@batman_lucas21 Hm cheirinho de season 2;2022-05-20 23:25:28+00:00;Twitter Web App
@_yaszou e eu sou o batman né sua tonta;2022-05-20 23:24:40+00:00;Twitter for iPhone
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:24:37+00:00;Twitter for iPhone
@kingbrgg Já teve, foi só aquele plot de mal entendido, Batman ainda desconfia, mas ficou só por isso mesmo;2022-05-20 23:24:18+00:00;Twitter for Android
@thmeeiros e eu sou o batman;2022-05-20 23:24:13+00:00;Twitter for Android
"@PeTe_Files_ Dps que terminar 

Saga dos filmes do Batman
Neo genesis evangelion
Eu assisto junto com umbrella academy";2022-05-20 23:24:05+00:00;Twitter for Android
Eu só queria estar em casa lendo batman e mad, escutando só Ramones e Motorhead;2022-05-20 23:23:54+00:00;Twitter for Android
"Top melhores filmes e series 2084:
Filmes:
Homem aranha 3,Homem aranha 1 e Homem aranha 2
Homem aranha sem volta para casa
O Espetacular Homem aranha(trilogia)
Batman o Cavaleiros das Trevas
Vingadores Ultimato 
Toy Story 3 e Toy Story 2
Tropa de Elite
Cidade de Deus";2022-05-20 23:22:42+00:00;Twitter for Android
RT @JniorAb68912176: Ei @WagnerThomazoni já que incomoda tanto um personagem negro tendo moral e sendo uma pessoa boa, eu gostaria de te di…;2022-05-20 23:22:34+00:00;Twitter for iPhone
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:22:29+00:00;Twitter for Android
"RT @GuardaRoupaAnya: Último do dia
Na frente da votação
ANYA BATMAN ou BatAnya pros íntimos&lt;3 https://t.co/JRmUclqNR0";2022-05-20 23:21:52+00:00;Twitter for Android
"bingo de filmes INCEL

fight club ✅
taxi driver ✅
scarface ✅
pulp fiction ✅
psicopata americano ✅
matrix ✅
drive ✅
donnie darko ✅
lobo de w. street ✅
500 dias com ela ✅
joker ✅
o abutre✅
o farol ✅
ilha do medo ✅
a outra história americana ✅
the batman ✅ https://t.co/kOKDq79ifR";2022-05-20 23:21:26+00:00;Twitter for Android
@Renato_czariio que isso amigo, só não pode ser o pinguim do Batman, mas se for parecido Happy Feet aí eu vi vantagem kkkkkkk;2022-05-20 23:21:19+00:00;Twitter for Android
@RanpoLovsMe eu não fico fedendo, pq eu sou o batman;2022-05-20 23:20:56+00:00;Twitter for Android
@Zach_Skrill Espera, não ia ter uma HQ que ia desmarcar o Jay? Tipo, eu vi gente falando que tem uma parte da história em que o Batman fala que o Jay não é confiável.;2022-05-20 23:20:48+00:00;Twitter for Android
@ondororu devia ter venom 2 no lugar do batman na real mas eu botei errado e nao sei consertar https://t.co/uXeI8XJQV5;2022-05-20 23:20:28+00:00;Twitter Web App
@HelemAzevedo Quando precisar do 190 vou mandar ligar pro Batman, me aguarde.;2022-05-20 23:19:37+00:00;Twitter for Android
"RT @Juruna53: Arte de rua; streetart em Sampa
São Paulo, Brasil
Local: Beco do Batman
Data: 2021/04/02
Câmera: #iPhone_XR
Foto: J Goncalves…";2022-05-20 23:19:37+00:00;Street Art Retweet
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:19:09+00:00;Twitter Web App
Eu depois de assistir the batman https://t.co/URnrqe0NB3;2022-05-20 23:18:57+00:00;Twitter for Android
@bajibxssi1 mantinha do batman 🦇;2022-05-20 23:18:56+00:00;Twitter for iPhone
@BuggyJokerr @Polardott Outro q tá em outro nível é o Batman do Keanu Reeves https://t.co/ajhgV8M6t0;2022-05-20 23:18:51+00:00;Twitter for Android
o que exatamente você gostaria sobre o jason em the batman? — de como iriam desenvolver ele  https://t.co/SV2z6YJBLN;2022-05-20 23:18:46+00:00;Twitter for iPhone
"RT @scorsese_careca: Batman do DCEU faz aparição em tico e teco, mas não faz em peacemaker com a liga da justiça 

como é bom ser fã da DC…";2022-05-20 23:18:27+00:00;Twitter for Android
Batman emo é o verdadeiro cavaleiro das Trevas. https://t.co/fsTI4FBvrk;2022-05-20 23:18:23+00:00;Twitter for Android
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:18:17+00:00;Twitter for Android
RT @LegiaoDosHerois: O ano é 2022. Batman do Ben Affleck e o Sonic Feio estão em um filme do Tico e Teco. É esse o tweet. https://t.co/0qnF…;2022-05-20 23:18:13+00:00;Twitter for iPhone
"RT @chrisgonzatti: Asa Noturna e Batman em artes oficiais da DC para comemorar a chegada do verão nos EUA

Hipersexualização de super-herói…";2022-05-20 23:17:35+00:00;Twitter for Android
melhor animação do batman na sua opinião — batman: under the red hood  https://t.co/3RL12pePsW;2022-05-20 23:17:20+00:00;Twitter for iPhone
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:17:04+00:00;Twitter for Android
ninguém liga, seus batman da wish foda-se;2022-05-20 23:16:41+00:00;Twitter Web App
RT @Dc_da_depressao: Quando o assunto é o Batman, a internet tá desse jeito https://t.co/vmVx046wnO;2022-05-20 23:16:34+00:00;Twitter Web App
assinei HBO max e vou assistir o filme do Batman;2022-05-20 23:16:34+00:00;Twitter for Android
@dayvsoon @dsilvasants é de se esperar de um cara usando camisa do batman https://t.co/56h6s4bngm;2022-05-20 23:16:10+00:00;Twitter for Android
